frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.241,-11.16,12.0,33.4,pure
0.1607,-12.17,17.1,37.8,pure
0.1025,-21.21,27.6,47.4,5% turpentine
0.2453,-10.36,11.5,33.0,15% turpentine
0.2404,-10.09,13.1,33.5,pure
0.115,-18.89,26.4,46.3,20% turpentine
0.1476,-15.77,19.8,45.5,pure
0.1754,-15.24,17.7,43.6,5% kerosene
0.1432,-16.99,20.9,45.6,pure
0.2462,-10.47,11.0,31.7,5% turpentine
0.1976,-13.75,14.3,37.2,5% turpentine
0.2403,-10.6,11.7,33.7,10% turpentine
0.1705,-13.57,17.7,42.5,10% kerosene
0.1527,-18.45,22.4,42.7,10% turpentine
0.1549,-16.0,18.0,43.2,pure
0.2499,-9.51,10.0,31.0,5% turpentine
0.1238,-19.66,26.2,45.4,15% kerosene
0.1983,-13.74,17.4,39.6,5% kerosene
0.1444,-17.57,21.9,47.0,15% kerosene
0.1937,-15.32,16.9,41.4,10% kerosene
0.1156,-20.49,25.7,47.9,10% kerosene
0.143,-17.85,22.0,45.5,5% turpentine
0.1156,-19.58,24.5,48.1,15% turpentine
0.2398,-9.65,10.3,31.4,20% kerosene
0.1668,-12.89,16.7,40.8,20% turpentine
0.2344,-11.12,13.8,35.6,5% turpentine
0.1933,-12.21,14.3,37.4,15% turpentine
0.1002,-21.63,26.2,49.0,5% kerosene
0.1187,-18.03,26.2,46.2,15% turpentine
0.1835,-11.98,14.4,40.2,10% turpentine
0.1794,-12.53,14.5,39.0,10% turpentine
0.2473,-9.86,10.5,31.3,20% turpentine
0.1315,-19.6,19.5,43.8,pure
0.2325,-10.56,12.9,33.5,5% kerosene
0.1361,-16.19,19.9,42.7,pure
0.2474,-9.66,10.1,31.1,15% kerosene
0.1555,-12.64,16.5,39.6,5% kerosene
0.1698,-13.92,19.7,42.4,15% kerosene
0.1956,-13.14,13.8,39.0,pure
0.1995,-14.77,16.8,36.5,pure
0.1339,-15.63,20.7,44.3,10% kerosene
0.214,-10.33,11.8,34.0,pure
0.0997,-20.47,28.8,48.8,15% kerosene
0.1093,-18.72,23.3,46.5,20% turpentine
0.2083,-10.89,12.7,34.8,15% turpentine
0.2486,-9.65,10.3,31.6,10% kerosene
0.2474,-9.66,10.2,31.1,10% kerosene
0.1279,-17.06,18.9,43.9,10% kerosene
0.1756,-11.6,13.7,37.8,5% turpentine
0.1825,-14.83,14.2,39.3,20% turpentine
0.2379,-10.48,11.7,33.0,20% turpentine
0.108,-21.15,26.8,47.3,15% turpentine
0.2214,-12.48,15.2,37.1,20% kerosene
0.1113,-16.78,21.6,45.4,15% kerosene
0.2495,-9.53,10.1,31.2,15% turpentine
0.2035,-12.83,15.6,36.6,15% kerosene
0.183,-13.41,15.7,34.9,5% turpentine
0.1605,-16.73,18.1,42.9,10% kerosene
0.2061,-11.85,14.9,37.5,10% kerosene
0.2444,-9.92,13.1,33.5,20% turpentine
0.0996,-20.27,26.6,49.0,10% kerosene
0.2225,-11.38,11.3,33.4,10% kerosene
0.1389,-19.82,25.6,47.1,20% turpentine
0.1032,-21.29,26.3,48.7,5% turpentine
0.2457,-9.81,10.9,33.0,5% turpentine
0.196,-13.94,12.6,36.1,15% turpentine
0.2055,-12.59,16.0,37.7,15% turpentine
0.1691,-16.22,15.1,42.6,10% turpentine
0.117,-21.34,25.6,47.2,15% turpentine
0.2268,-11.53,12.1,35.0,10% kerosene
0.1605,-15.5,18.6,39.1,10% turpentine
0.1613,-12.17,15.3,40.7,pure
0.1743,-12.24,18.5,40.6,5% turpentine
0.1498,-15.01,21.1,43.9,15% kerosene
0.1977,-10.68,13.4,37.3,15% turpentine
0.1507,-16.01,18.6,41.7,15% kerosene
0.204,-13.03,15.5,38.7,15% kerosene
0.1834,-14.02,20.5,38.0,5% kerosene
0.1126,-17.55,22.7,44.5,5% turpentine
0.0988,-20.67,27.3,48.7,15% kerosene
0.16,-16.19,17.3,42.4,pure
0.1598,-14.53,19.6,43.3,10% kerosene
0.1381,-16.93,21.4,44.6,5% kerosene
0.214,-12.45,14.5,37.7,20% turpentine
0.1804,-17.64,19.5,40.8,20% kerosene
0.2468,-9.98,10.6,32.7,20% turpentine
0.1215,-19.49,22.7,47.4,10% turpentine
0.0985,-21.28,26.7,48.7,10% kerosene
0.2051,-13.58,12.3,33.3,10% turpentine
0.1784,-12.6,17.6,37.0,15% kerosene
0.1838,-14.31,17.4,37.7,20% turpentine
0.2203,-12.26,11.5,34.0,5% kerosene
0.2266,-10.03,12.5,34.6,20% turpentine
0.2331,-11.27,11.7,34.0,10% kerosene
0.178,-14.71,17.2,45.0,10% kerosene
0.1965,-10.82,11.9,38.8,15% kerosene
0.1283,-16.89,22.8,45.8,20% kerosene
0.249,-9.53,10.1,31.0,10% kerosene
0.144,-14.66,14.6,41.4,5% turpentine
0.2318,-12.17,13.3,33.8,pure
0.2095,-12.41,13.4,37.7,pure
0.1836,-12.17,16.1,36.8,15% kerosene
0.2013,-13.45,16.4,40.5,10% kerosene
0.1897,-13.51,15.0,37.9,20% turpentine
0.1421,-18.05,21.9,47.2,15% kerosene
0.2329,-11.11,12.8,35.4,20% turpentine
0.1591,-15.23,19.2,41.3,5% kerosene
0.2375,-10.75,13.3,35.4,15% kerosene
0.1921,-15.04,19.2,42.4,20% kerosene
0.2441,-10.11,10.4,31.9,15% kerosene
0.136,-19.42,23.0,45.8,5% turpentine
0.2015,-15.34,15.7,40.1,5% kerosene
0.1382,-18.49,22.5,44.1,15% turpentine
0.1034,-21.1,28.8,49.6,20% kerosene
0.2324,-10.14,11.8,32.7,pure
0.1986,-13.77,13.2,38.8,10% kerosene
0.175,-13.39,22.1,40.2,5% kerosene
0.2409,-10.23,11.4,32.8,5% kerosene
0.1096,-19.02,25.5,48.4,15% turpentine
0.1097,-18.47,24.5,47.9,5% kerosene
0.1429,-17.22,22.9,44.4,pure
0.2326,-14.1,13.7,34.5,15% turpentine
0.1489,-14.54,17.1,39.4,20% kerosene
0.2053,-13.61,16.0,36.8,5% turpentine
0.1956,-13.45,17.7,43.8,15% kerosene
0.1894,-10.72,14.6,35.8,20% turpentine
0.1189,-19.01,26.1,47.0,20% turpentine
0.2294,-11.32,12.1,35.9,20% kerosene
0.2173,-10.76,12.0,35.2,10% turpentine
0.142,-19.61,19.9,45.7,10% kerosene
0.1697,-14.41,15.4,39.3,5% turpentine
0.2474,-9.59,10.0,31.2,pure
0.1607,-17.42,19.6,42.9,20% turpentine
0.2207,-15.4,16.2,36.9,15% kerosene
0.1592,-14.25,16.9,40.5,5% turpentine
0.2245,-10.3,11.6,32.2,15% kerosene
0.1628,-18.9,20.6,45.9,5% kerosene
0.1866,-13.28,18.8,39.7,5% kerosene
0.201,-10.84,11.1,34.8,5% turpentine
0.1597,-15.66,21.2,43.1,pure
0.1119,-18.45,22.1,46.4,10% turpentine
0.1288,-18.22,22.2,41.9,5% turpentine
0.1614,-13.69,16.4,41.0,20% turpentine
0.1487,-14.55,19.9,43.0,15% kerosene
0.2488,-9.9,10.3,31.4,10% turpentine
0.1918,-12.17,13.9,37.6,10% turpentine
0.2079,-14.03,16.7,38.4,5% turpentine
0.1815,-13.78,18.0,39.6,10% turpentine
0.1101,-19.33,21.8,46.3,15% turpentine
0.2253,-9.98,12.9,32.8,pure
0.1777,-12.02,14.5,36.8,10% turpentine
0.1617,-13.63,15.9,39.2,15% turpentine
0.2295,-10.8,12.8,33.5,20% turpentine
0.231,-10.27,11.5,32.1,10% kerosene
0.2213,-10.57,13.3,37.0,5% kerosene
0.1195,-16.98,19.4,45.2,20% turpentine
0.1897,-13.48,16.2,37.4,20% turpentine
0.1085,-19.73,26.8,48.7,15% turpentine
0.1057,-18.23,24.3,46.3,20% turpentine
0.1586,-19.02,21.2,43.8,15% kerosene
0.1439,-16.57,22.0,44.5,10% turpentine
0.1589,-19.84,21.7,42.8,10% kerosene
0.2211,-10.45,11.8,35.5,10% turpentine
0.1355,-19.42,23.1,46.6,pure
0.1545,-14.88,17.3,41.9,10% kerosene
0.1024,-18.6,25.4,47.4,20% turpentine
0.2369,-11.06,11.9,34.8,15% turpentine
0.2227,-11.76,13.0,34.3,10% turpentine
0.2271,-10.44,12.3,33.6,15% turpentine
0.1062,-21.6,28.0,49.5,10% kerosene
0.1758,-18.14,17.8,45.6,5% turpentine
0.1208,-20.69,24.4,47.5,10% kerosene
0.2066,-14.46,16.3,41.0,5% kerosene
0.2194,-11.29,12.2,34.8,pure
0.136,-19.51,23.6,45.9,10% kerosene
0.1507,-18.64,22.2,43.7,pure
0.2213,-11.53,13.3,35.5,10% kerosene
0.146,-19.18,25.3,47.7,pure
0.1521,-16.12,20.8,45.7,20% kerosene
0.245,-10.3,10.3,32.2,pure
0.1102,-19.64,24.0,46.5,5% kerosene
0.1708,-16.19,15.7,43.0,15% turpentine
0.1405,-16.97,21.1,44.9,5% turpentine
0.2195,-12.3,13.1,37.5,pure
0.1372,-19.74,22.8,44.5,20% kerosene
0.1067,-19.97,24.1,46.7,5% turpentine
0.1635,-12.73,15.9,38.4,20% kerosene
0.1155,-16.66,21.6,46.8,20% turpentine
0.2164,-13.05,18.9,39.2,5% kerosene
0.1483,-19.32,23.9,45.8,5% kerosene
0.104,-21.18,27.6,48.9,15% turpentine
0.1716,-15.2,17.2,39.4,15% turpentine
0.1935,-13.72,18.7,41.2,20% turpentine
0.1607,-15.15,22.5,43.2,10% kerosene
0.1003,-21.43,29.9,49.6,15% kerosene
0.1704,-15.01,18.5,42.8,20% turpentine
0.1089,-17.8,24.7,45.3,5% kerosene
0.1161,-20.75,25.7,48.1,10% turpentine
0.1986,-11.89,16.4,41.2,5% turpentine
0.1767,-11.85,14.3,37.7,5% turpentine
0.1142,-18.95,22.0,47.5,10% turpentine
0.2425,-9.75,10.3,32.0,10% turpentine
0.0991,-21.45,28.5,49.3,20% kerosene
0.1316,-15.91,26.2,44.2,5% kerosene
0.1278,-19.37,22.8,45.6,20% turpentine
0.125,-18.48,21.1,44.5,15% kerosene
0.126,-19.04,24.7,45.4,20% turpentine
0.1567,-15.3,18.0,43.5,20% turpentine
0.2307,-10.99,12.7,32.3,10% turpentine
0.1984,-13.55,16.0,35.6,10% kerosene
0.1605,-18.48,20.8,42.0,20% kerosene
0.1526,-15.39,17.5,43.3,15% turpentine
0.2439,-10.67,10.7,32.7,20% turpentine
0.1532,-14.89,21.2,42.1,pure
0.205,-14.39,16.5,35.7,15% turpentine
0.1948,-12.95,17.4,40.4,15% kerosene
0.2132,-13.2,14.6,40.4,5% turpentine
0.2227,-10.31,12.2,33.9,20% turpentine
0.1737,-13.33,14.5,37.7,15% turpentine
0.1615,-16.48,18.9,40.2,10% turpentine
0.1827,-14.93,19.4,41.6,15% turpentine
0.2107,-10.97,13.1,39.2,10% kerosene
0.1423,-19.03,24.2,47.0,15% turpentine
0.1032,-21.12,25.3,46.7,5% kerosene
0.2492,-9.6,10.2,31.3,5% kerosene
0.2303,-10.16,11.9,36.2,5% kerosene
0.2091,-11.82,15.0,41.9,20% turpentine
0.2466,-9.57,10.5,31.7,20% turpentine
0.1827,-11.66,13.7,38.8,5% turpentine
0.2199,-13.13,14.6,36.2,10% kerosene
0.2284,-9.97,10.9,34.4,pure
0.1979,-13.25,17.2,36.4,5% kerosene
0.1293,-17.94,23.5,46.2,20% kerosene
0.1786,-13.98,17.4,37.0,10% kerosene
0.1909,-15.02,21.6,41.5,15% turpentine
0.1472,-17.2,20.4,47.1,15% kerosene
0.1294,-18.86,23.9,45.4,pure
0.2497,-9.53,10.2,31.1,5% kerosene
0.2354,-10.74,12.8,35.5,10% kerosene
0.1528,-15.11,17.6,45.7,5% kerosene
0.2388,-10.86,11.9,33.2,pure
0.2043,-11.3,11.8,33.0,20% turpentine
0.1002,-19.9,26.7,48.5,5% kerosene
0.1613,-17.89,19.3,41.0,15% turpentine
0.105,-20.13,26.4,47.4,10% kerosene
0.2298,-13.53,14.5,37.2,5% kerosene
0.1109,-19.78,22.9,47.8,15% turpentine
0.1108,-21.2,26.2,47.6,20% turpentine
0.1705,-16.27,17.7,40.8,15% turpentine
0.2438,-10.15,11.9,33.5,pure
0.1767,-14.01,19.8,40.8,20% kerosene
0.2138,-10.73,12.9,34.6,20% turpentine
0.1694,-13.18,18.2,41.6,5% kerosene
0.2416,-10.49,11.2,32.9,15% kerosene
0.181,-12.29,13.5,37.0,15% kerosene
0.1671,-14.38,15.7,38.8,20% turpentine
0.1298,-19.86,23.1,47.1,20% kerosene
0.1363,-20.0,21.8,43.8,10% kerosene
0.2351,-11.1,11.8,36.0,pure
0.2209,-11.22,12.1,36.0,5% kerosene
0.1799,-13.4,12.7,38.4,5% turpentine
0.2267,-10.09,12.1,37.0,15% kerosene
0.1828,-10.79,13.5,36.3,15% turpentine
0.2249,-11.38,15.3,37.4,20% kerosene
0.2334,-12.85,13.4,37.5,10% kerosene
0.2388,-11.15,11.2,33.3,15% turpentine
0.1616,-14.52,15.8,36.8,15% turpentine
0.1421,-15.81,21.1,39.8,pure
0.1129,-19.44,25.6,46.8,5% turpentine
0.2121,-12.17,12.2,36.1,10% kerosene
0.239,-10.34,10.9,34.2,10% kerosene
0.1741,-14.33,21.0,43.0,15% turpentine
0.2296,-14.16,12.1,33.7,15% turpentine
0.1338,-19.59,22.7,44.6,20% kerosene
0.2327,-10.76,11.9,34.3,pure
0.1731,-17.68,20.2,42.5,pure
0.242,-10.38,11.2,32.7,15% turpentine
0.1845,-14.73,21.4,39.6,5% kerosene
0.1401,-19.84,23.3,47.4,15% turpentine
0.1856,-12.21,14.2,35.1,5% kerosene
0.1266,-21.0,22.5,46.0,10% turpentine
0.2214,-12.5,13.2,33.4,10% kerosene
0.2149,-15.8,15.1,39.8,15% turpentine
0.1823,-12.11,16.4,37.3,5% turpentine
0.1494,-14.54,19.9,39.6,20% kerosene
0.2197,-10.53,11.7,34.5,20% turpentine
0.1849,-13.59,15.2,38.0,10% kerosene
0.2318,-9.94,12.0,32.7,10% kerosene
0.2314,-10.62,10.9,33.6,10% turpentine
0.1546,-18.73,21.7,44.3,20% turpentine
0.1198,-17.55,23.3,46.4,15% turpentine
0.2247,-10.78,12.1,35.5,20% turpentine
0.2032,-15.4,14.4,37.6,10% kerosene
0.2399,-10.38,11.1,33.1,pure
0.1733,-12.82,16.5,36.7,20% turpentine
0.1326,-15.25,23.0,43.5,15% kerosene
0.2497,-9.53,10.1,31.2,20% kerosene
0.1908,-14.24,14.7,37.4,20% turpentine
0.2342,-9.8,11.4,33.0,10% turpentine
0.2372,-12.01,12.3,34.8,10% turpentine
0.1684,-13.7,17.9,39.1,10% turpentine
0.1502,-16.75,21.5,44.5,15% kerosene
0.1414,-18.9,22.6,47.2,20% kerosene
0.224,-10.19,12.9,33.4,10% turpentine
0.2472,-9.83,10.2,31.3,10% kerosene
0.2142,-11.13,13.4,35.6,10% turpentine
0.2158,-12.77,14.4,35.1,5% kerosene
0.1238,-18.83,20.4,46.6,20% kerosene
0.1817,-14.32,17.5,42.4,20% turpentine
0.1758,-15.36,20.8,40.3,15% kerosene
0.1777,-16.96,20.5,41.2,10% turpentine
0.2015,-11.12,13.4,35.4,20% turpentine
0.1985,-13.16,15.0,38.4,15% turpentine
0.1925,-14.49,18.8,41.9,10% kerosene
0.1342,-19.92,22.9,44.2,5% turpentine
0.2386,-10.52,10.9,32.6,15% kerosene
0.1239,-18.78,23.1,45.2,5% kerosene
0.2366,-10.02,10.9,33.2,20% turpentine
0.2358,-11.42,11.0,36.7,20% turpentine
0.23,-10.93,14.3,34.3,10% turpentine
0.2166,-13.18,14.6,36.6,5% kerosene
0.178,-14.82,15.0,40.4,10% turpentine
0.139,-16.85,19.8,44.0,pure
0.1967,-14.06,14.4,39.5,5% kerosene
0.0999,-21.31,25.7,49.2,15% kerosene
0.23,-13.19,14.4,35.7,10% turpentine
0.1599,-15.87,20.8,45.5,20% kerosene
0.1809,-15.88,19.2,40.7,10% kerosene
0.2365,-10.97,12.9,33.9,20% turpentine
0.2431,-9.74,10.3,33.0,10% kerosene
0.207,-11.78,13.5,34.6,15% turpentine
0.2031,-10.5,15.8,37.0,15% kerosene
0.2465,-10.24,10.7,32.1,pure
0.2229,-13.33,12.3,34.1,10% kerosene
0.2248,-10.67,14.4,35.0,10% turpentine
0.2387,-10.08,12.7,32.4,10% kerosene
0.1869,-14.84,20.0,39.3,10% turpentine
0.1503,-16.57,21.0,40.6,20% turpentine
0.1498,-15.15,16.6,39.9,15% turpentine
0.2225,-15.48,16.1,38.0,pure
0.1236,-19.48,23.8,46.0,5% kerosene
0.1207,-19.14,20.5,47.0,pure
0.1089,-20.15,22.8,46.1,15% kerosene
0.2383,-10.44,11.3,32.7,20% kerosene
0.1812,-12.57,17.1,36.9,20% kerosene
0.1629,-17.93,22.5,45.9,5% turpentine
0.1239,-19.26,24.5,47.7,15% turpentine
0.2316,-11.07,14.3,33.9,10% kerosene
0.2264,-11.7,12.6,35.8,10% turpentine
0.2106,-16.79,21.3,41.0,pure
0.2326,-9.81,12.3,33.2,5% turpentine
0.1456,-16.91,20.0,46.5,15% kerosene
0.12,-18.5,24.1,47.3,15% turpentine
0.2368,-10.37,11.8,33.3,10% kerosene
0.1319,-20.47,26.5,46.6,pure
0.2211,-11.59,15.1,34.6,20% kerosene
0.142,-17.71,19.3,43.1,20% turpentine
0.1088,-19.08,23.0,46.9,20% kerosene
0.1678,-13.29,16.8,36.5,20% turpentine
0.1972,-17.3,17.6,44.1,20% turpentine
0.2342,-10.18,12.0,33.5,15% kerosene
0.238,-10.99,13.6,34.8,pure
0.1294,-16.75,20.5,45.7,10% kerosene
0.1856,-16.55,13.3,42.3,20% kerosene
0.2056,-10.55,13.7,35.9,10% turpentine
0.2326,-11.4,12.8,33.5,15% kerosene
0.1593,-14.97,18.8,41.6,10% turpentine
0.2452,-9.94,10.9,32.2,10% turpentine
0.2466,-10.39,11.1,33.3,10% turpentine
0.1255,-20.7,21.5,44.3,20% kerosene
0.198,-16.25,15.9,39.0,10% kerosene
0.2088,-15.64,17.6,38.4,15% kerosene
0.1347,-19.89,22.9,47.6,20% kerosene
0.1446,-15.72,20.2,43.3,5% turpentine
0.1995,-14.59,18.3,39.2,pure
0.1889,-14.3,13.7,39.0,pure
0.2048,-10.77,12.3,35.1,15% turpentine
0.1378,-19.42,19.2,46.4,pure
0.1237,-15.76,18.4,44.6,15% turpentine
0.1784,-17.23,18.9,42.7,5% kerosene
0.2247,-11.46,13.8,34.3,10% turpentine
0.1796,-11.68,16.0,40.1,20% turpentine
0.1997,-12.11,15.9,40.3,pure
0.1002,-21.62,24.7,48.1,15% kerosene
0.1875,-13.94,15.5,36.3,20% turpentine
0.1701,-16.19,18.2,38.2,10% kerosene
0.1665,-15.68,18.7,42.9,10% turpentine
0.2184,-11.55,16.1,37.1,5% kerosene
0.1596,-15.68,18.5,43.3,10% turpentine
0.0983,-20.97,29.0,49.6,20% turpentine
0.2096,-11.55,12.3,37.0,20% turpentine
0.1822,-13.75,18.5,40.7,10% kerosene
0.1611,-17.4,18.0,40.7,5% turpentine
0.2193,-11.41,13.2,35.3,pure
0.1667,-17.99,22.5,45.4,15% kerosene
0.1635,-16.92,19.6,41.1,15% turpentine
0.2393,-11.4,13.2,36.5,5% kerosene
0.1102,-21.4,25.1,48.0,pure
0.1501,-19.09,22.5,46.0,10% turpentine
0.2146,-11.71,12.4,34.9,20% turpentine
0.1666,-18.07,21.4,45.3,10% turpentine
0.2298,-10.89,11.2,32.6,5% kerosene
0.1529,-14.52,17.4,44.2,5% kerosene
0.1886,-14.41,17.0,41.8,10% kerosene
0.2036,-11.03,13.4,33.4,10% kerosene
0.2112,-11.79,14.6,37.2,15% turpentine
0.2124,-11.56,13.5,33.5,10% turpentine
0.177,-15.65,17.2,37.9,5% turpentine
0.1043,-21.82,26.9,48.7,10% turpentine
0.1789,-15.83,18.9,44.4,20% kerosene
0.2015,-13.14,17.6,40.6,5% kerosene
0.1328,-18.19,21.1,44.0,10% turpentine
0.2089,-12.74,13.2,36.5,10% turpentine
0.1878,-14.61,17.6,40.6,pure
0.1386,-17.26,25.0,44.1,20% turpentine
0.1244,-19.09,26.1,47.6,15% kerosene
0.2189,-11.1,13.0,34.7,5% turpentine
0.1652,-13.08,19.3,40.2,15% kerosene
0.1793,-17.73,19.1,41.0,5% kerosene
0.1135,-20.46,28.3,47.3,20% turpentine
0.1763,-13.95,14.4,42.5,15% turpentine
0.247,-9.64,10.3,32.7,15% kerosene
0.1436,-19.02,21.0,46.2,5% kerosene
0.2466,-9.75,10.8,32.0,15% kerosene
0.1023,-21.61,29.2,49.4,5% kerosene
0.1179,-19.65,26.5,48.6,10% turpentine
0.1424,-17.08,21.3,44.1,20% kerosene
0.1985,-16.82,16.0,39.3,20% kerosene
0.2326,-10.29,12.1,34.2,5% kerosene
0.1544,-18.32,20.4,43.9,20% kerosene
0.1686,-15.32,18.5,43.7,20% turpentine
0.1164,-17.93,22.3,43.3,15% turpentine
0.1039,-21.52,26.1,48.3,15% turpentine
0.1927,-12.24,15.2,37.4,10% kerosene
0.2356,-11.62,12.4,36.6,5% turpentine
0.1542,-13.74,16.4,41.8,5% turpentine
0.1224,-13.72,20.6,43.4,15% kerosene
0.1049,-19.64,23.6,46.0,10% turpentine
0.1676,-15.18,20.1,41.1,20% kerosene
0.1114,-19.68,24.5,47.0,5% turpentine
0.128,-20.08,26.8,47.5,15% kerosene
0.2155,-13.28,12.7,35.9,15% kerosene
0.1494,-15.4,18.3,41.4,10% kerosene
0.1469,-16.68,22.0,43.4,10% kerosene
0.2097,-12.1,13.4,36.1,15% kerosene
0.2342,-11.84,12.3,36.6,20% kerosene
0.1639,-16.1,19.2,45.4,20% kerosene
0.2386,-12.16,11.7,34.3,5% kerosene
0.1315,-16.09,23.5,43.8,20% kerosene
0.2461,-9.87,10.7,32.0,5% kerosene
0.1176,-19.91,23.3,45.8,15% turpentine
0.1932,-14.78,14.0,38.9,10% turpentine
0.2013,-11.07,12.1,36.0,20% kerosene
0.189,-10.48,14.1,41.3,5% kerosene
0.1765,-11.71,13.5,41.0,10% kerosene
0.1188,-21.41,25.6,49.1,15% kerosene
0.1032,-19.86,26.0,48.1,5% kerosene
0.221,-10.04,11.2,34.4,15% kerosene
0.1976,-11.12,12.8,38.1,5% kerosene
0.0984,-21.35,26.6,48.9,10% turpentine
0.2042,-15.78,16.3,39.3,20% kerosene
0.149,-16.14,17.0,43.7,10% kerosene
0.1618,-16.83,19.7,46.1,5% turpentine
0.1122,-17.96,24.2,47.0,20% turpentine
0.1854,-16.69,14.2,40.8,5% turpentine
0.1277,-17.98,19.8,44.6,20% turpentine
0.1434,-17.98,21.0,45.3,5% kerosene
0.0955,-21.69,28.5,49.5,20% kerosene
0.1323,-17.81,21.2,41.3,15% kerosene
0.2444,-9.63,10.5,32.8,5% turpentine
0.2016,-11.41,15.1,40.6,20% kerosene
0.1455,-18.31,17.0,42.2,5% turpentine
0.1949,-12.45,12.2,35.9,10% turpentine
0.1529,-18.68,21.6,44.1,20% kerosene
0.1312,-16.34,21.9,40.4,5% kerosene
0.2426,-9.9,11.3,31.5,10% turpentine
0.1756,-15.79,21.3,43.0,5% kerosene
0.0965,-21.53,27.6,49.2,10% kerosene
0.111,-21.39,27.3,47.7,15% turpentine
0.207,-14.08,14.4,35.0,10% kerosene
0.1062,-19.69,24.9,43.7,15% turpentine
0.1936,-12.67,13.3,37.5,5% turpentine
0.1407,-19.42,21.6,45.9,15% kerosene
0.1288,-19.89,24.3,48.2,20% turpentine
0.1824,-13.22,16.0,37.6,20% kerosene
0.2334,-10.7,13.5,33.3,10% kerosene
0.2433,-10.54,10.9,32.9,20% turpentine
0.1234,-16.85,19.8,44.1,10% kerosene
0.1868,-17.02,16.9,42.7,10% kerosene
0.1694,-15.49,19.5,42.4,5% kerosene
0.1714,-14.41,18.7,41.3,pure
0.1227,-19.33,22.6,46.0,20% turpentine
0.1276,-17.03,21.4,46.1,20% turpentine
0.2037,-15.48,18.0,36.4,15% turpentine
0.2391,-10.71,10.5,35.2,20% kerosene
0.1077,-16.78,22.1,48.3,15% kerosene
0.1559,-17.37,21.2,43.0,20% kerosene
0.1801,-15.49,19.4,40.6,5% turpentine
0.1543,-18.05,22.8,41.8,10% turpentine
0.2276,-11.98,12.3,34.5,15% kerosene
0.1967,-9.9,11.3,34.1,20% turpentine
0.1835,-14.69,19.6,42.2,20% kerosene
0.1467,-18.87,16.7,42.5,10% turpentine
0.2102,-11.96,13.3,33.6,15% kerosene
0.1828,-14.6,19.3,44.0,5% turpentine
0.2147,-11.12,13.2,36.6,10% turpentine
0.0986,-21.78,29.0,49.1,20% kerosene
0.1988,-13.27,15.5,39.5,5% kerosene
0.1625,-16.73,21.4,46.3,15% turpentine
0.1785,-15.74,18.6,41.1,5% turpentine
0.1126,-20.82,26.3,47.3,15% turpentine
0.242,-10.39,12.4,33.5,20% kerosene
0.2154,-11.83,13.4,35.9,10% turpentine
0.1288,-16.46,20.4,46.4,20% turpentine
0.1101,-21.31,28.1,49.6,15% turpentine
0.1433,-18.14,17.5,44.6,20% kerosene
0.1743,-13.4,14.2,39.0,15% kerosene
0.1079,-21.36,27.7,48.6,10% kerosene
0.2056,-13.77,18.7,37.5,15% turpentine
0.1239,-15.9,17.2,44.4,20% turpentine
0.1604,-13.4,21.3,41.1,10% kerosene
0.2189,-10.89,13.4,34.9,20% kerosene
0.1743,-14.44,18.4,40.2,10% kerosene
0.2268,-11.77,12.7,36.6,5% turpentine
0.2216,-10.81,13.2,35.2,15% turpentine
0.2004,-18.16,20.2,41.6,20% turpentine
0.187,-14.07,15.4,37.2,10% turpentine
0.1075,-19.67,25.8,48.1,5% kerosene
0.2487,-9.75,10.7,32.9,10% kerosene
0.2157,-13.99,17.3,36.6,20% kerosene
0.1093,-20.49,25.3,47.2,20% kerosene
0.2384,-9.83,11.9,33.4,15% turpentine
0.2365,-11.56,11.7,33.1,15% kerosene
0.0966,-21.47,29.9,49.7,20% turpentine
0.1828,-15.69,19.3,42.8,5% kerosene
0.216,-13.1,14.4,35.4,pure
0.2002,-15.78,19.0,41.6,15% turpentine
0.2134,-12.73,14.6,38.4,10% turpentine
0.1965,-13.18,14.5,37.4,5% kerosene
0.1938,-13.69,16.6,41.2,20% kerosene
0.1832,-15.77,18.5,42.6,15% kerosene
0.1777,-13.17,14.4,38.0,20% turpentine
0.2031,-14.94,17.9,40.2,20% kerosene
0.1597,-13.27,16.6,41.5,10% kerosene
0.1475,-19.62,24.0,46.1,5% turpentine
0.2418,-9.62,10.3,32.1,15% turpentine
0.2229,-10.96,13.7,33.3,pure
0.1693,-13.32,16.2,40.4,10% turpentine
0.2196,-11.35,12.1,35.6,15% turpentine
0.1082,-19.69,28.2,49.4,10% turpentine
0.1752,-13.18,17.7,36.6,pure
0.128,-19.24,24.6,46.9,15% turpentine
0.2023,-15.0,17.4,39.6,pure
0.1124,-19.07,26.5,48.4,20% turpentine
0.2195,-10.02,11.0,32.5,20% kerosene
0.1848,-14.61,18.6,38.6,15% turpentine
0.1878,-14.42,14.8,42.6,5% turpentine
0.2095,-10.74,13.5,36.9,20% kerosene
0.1803,-10.8,13.9,37.0,pure
0.2432,-9.72,11.1,32.4,15% kerosene
0.1867,-15.99,20.1,42.1,5% turpentine
0.1006,-21.58,29.6,49.6,15% turpentine
0.174,-16.67,23.3,41.4,pure
0.214,-11.28,12.6,35.3,10% kerosene
0.2342,-10.2,11.1,35.0,15% kerosene
0.1819,-14.64,14.3,40.7,5% turpentine
0.2449,-10.3,11.1,32.3,10% kerosene
0.2213,-10.39,13.0,35.6,20% kerosene
0.0994,-20.15,20.5,47.6,10% turpentine
0.2205,-10.48,11.7,34.9,10% turpentine
