frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1799,-13.59,18.1,41.7,10% kerosene
0.1411,-17.33,23.9,44.0,5% turpentine
0.2218,-9.92,12.2,31.1,20% kerosene
0.2318,-10.19,12.2,33.1,20% kerosene
0.1276,-16.86,22.4,43.9,5% turpentine
0.1266,-17.81,22.3,44.1,5% kerosene
0.1375,-16.16,23.8,44.4,5% kerosene
0.2271,-10.61,12.8,32.2,20% turpentine
0.2165,-10.03,15.1,34.2,20% kerosene
0.0951,-19.73,25.1,45.8,pure
0.1559,-13.79,17.4,39.7,10% turpentine
0.1547,-17.57,22.7,44.2,5% kerosene
0.2069,-13.04,14.0,33.9,20% kerosene
0.2201,-11.79,14.9,34.7,20% kerosene
0.0951,-19.86,26.8,46.5,pure
0.1535,-17.42,22.4,43.8,5% turpentine
0.1404,-16.62,22.4,44.2,5% kerosene
0.1764,-11.79,19.6,39.6,10% turpentine
0.2302,-10.34,13.1,34.9,15% turpentine
0.152,-14.22,14.9,39.1,15% kerosene
0.1491,-18.32,21.6,44.0,5% kerosene
0.2163,-11.05,13.6,34.5,15% turpentine
0.1077,-20.92,27.5,49.9,pure
0.2085,-11.1,13.4,35.6,15% turpentine
0.1361,-18.23,22.7,43.2,5% turpentine
0.1564,-12.84,18.1,40.1,10% turpentine
0.1396,-17.04,24.3,43.0,5% kerosene
0.1422,-12.72,17.4,43.2,10% turpentine
0.1409,-17.41,22.3,44.8,5% kerosene
0.1538,-13.57,21.1,41.7,10% kerosene
0.2307,-11.59,14.0,35.7,15% turpentine
0.1234,-17.43,22.2,43.3,5% turpentine
0.1831,-13.59,14.6,39.7,15% kerosene
0.2499,-10.91,14.6,32.0,20% turpentine
0.2469,-9.51,11.2,32.2,20% turpentine
0.1879,-15.42,17.8,41.9,10% kerosene
0.2191,-11.66,14.2,33.6,15% turpentine
0.2499,-9.51,11.8,33.9,20% turpentine
0.2473,-9.76,17.6,33.6,20% kerosene
0.1822,-14.23,14.8,39.9,15% kerosene
0.1365,-16.89,22.9,46.0,5% kerosene
0.1382,-14.19,18.2,39.4,10% turpentine
0.2279,-10.97,16.2,36.3,15% turpentine
0.2135,-10.15,14.2,35.4,15% turpentine
0.1882,-14.08,17.5,41.9,10% kerosene
0.2007,-13.21,19.0,39.1,15% kerosene
0.2499,-10.23,10.9,32.3,20% turpentine
0.1322,-18.03,23.1,44.1,5% kerosene
0.1585,-15.18,17.9,43.9,10% kerosene
0.1695,-14.21,14.7,40.4,10% turpentine
0.2227,-10.78,15.2,37.2,15% turpentine
0.2073,-13.1,19.1,39.5,10% turpentine
0.1383,-17.47,22.2,43.4,5% kerosene
0.1981,-14.93,13.5,38.9,15% kerosene
0.176,-13.96,16.9,42.9,10% kerosene
0.1144,-19.65,29.9,47.4,pure
0.1467,-17.89,22.8,43.5,5% turpentine
0.121,-17.19,22.5,43.5,5% kerosene
0.172,-14.06,17.9,42.3,10% kerosene
0.1772,-13.29,19.3,39.4,10% turpentine
0.2204,-10.28,15.2,34.0,15% turpentine
0.1528,-15.06,18.4,41.3,10% turpentine
0.1195,-17.44,23.0,45.0,5% kerosene
0.1615,-13.39,18.2,38.2,10% turpentine
0.1428,-10.76,15.8,36.5,15% turpentine
0.2028,-10.79,13.9,35.6,15% turpentine
0.2138,-10.56,13.8,36.9,15% turpentine
0.1646,-14.55,18.6,40.7,10% turpentine
0.0951,-14.55,26.0,49.9,pure
0.0951,-21.14,29.9,48.3,pure
0.2278,-9.91,12.9,33.7,20% kerosene
0.1734,-12.14,18.3,39.1,10% turpentine
0.0951,-21.54,29.0,49.0,pure
0.1872,-13.04,16.0,38.6,15% kerosene
0.1616,-17.12,22.9,41.5,5% turpentine
0.1371,-17.39,19.9,42.1,5% turpentine
0.1016,-20.73,28.1,46.9,pure
0.111,-19.54,29.0,48.9,pure
0.1705,-12.47,18.1,44.8,10% kerosene
0.2201,-14.43,23.4,45.9,10% kerosene
0.1598,-14.85,14.1,40.8,10% turpentine
0.1817,-12.62,15.4,39.1,15% kerosene
0.152,-15.41,22.0,45.4,5% turpentine
0.1119,-21.86,26.8,45.9,pure
0.1842,-9.51,12.7,31.9,20% turpentine
0.1382,-9.59,13.2,35.6,15% turpentine
0.1507,-17.41,21.3,44.9,5% kerosene
0.0951,-19.81,26.7,46.1,pure
0.0951,-21.02,27.6,47.3,pure
0.1688,-14.26,13.5,40.2,15% kerosene
0.1626,-17.63,22.3,43.6,5% turpentine
0.1657,-12.19,15.6,39.2,15% kerosene
0.2163,-9.98,13.7,33.4,15% turpentine
0.2499,-9.51,12.7,33.3,20% turpentine
0.1439,-17.29,23.5,43.8,5% turpentine
0.1492,-17.01,15.3,42.8,10% kerosene
0.2238,-10.57,13.0,35.2,15% turpentine
0.2302,-9.66,13.5,33.9,20% kerosene
0.1828,-12.12,23.1,42.3,10% kerosene
0.166,-15.08,13.6,40.0,15% kerosene
0.2394,-11.31,12.1,35.5,20% kerosene
0.2082,-10.64,11.0,34.6,15% turpentine
0.1536,-17.64,25.0,45.0,5% kerosene
0.1526,-16.97,21.4,43.5,5% kerosene
0.1784,-13.11,16.6,42.1,10% kerosene
0.2143,-11.98,14.8,37.0,15% turpentine
0.1738,-14.55,18.7,40.3,10% turpentine
0.1733,-14.55,19.1,44.4,10% kerosene
0.2294,-9.51,12.3,32.2,20% turpentine
0.1666,-16.96,23.4,43.8,5% kerosene
0.2108,-15.49,17.0,42.4,10% kerosene
0.2366,-14.63,18.8,43.6,10% kerosene
0.1392,-17.18,20.5,45.0,5% kerosene
0.144,-12.88,19.9,39.9,10% turpentine
0.214,-10.77,15.2,35.7,15% turpentine
0.115,-17.63,21.7,42.7,5% kerosene
0.216,-11.38,11.7,36.4,20% kerosene
0.1876,-13.69,22.8,42.5,10% kerosene
0.146,-17.17,22.7,44.8,5% kerosene
0.0951,-21.96,28.3,49.3,pure
0.2258,-9.51,13.8,31.0,20% turpentine
0.2194,-10.65,14.1,36.5,15% turpentine
0.1457,-17.3,21.9,44.3,5% kerosene
0.2114,-11.38,14.7,37.6,15% turpentine
0.1775,-17.67,21.6,45.2,5% kerosene
0.2143,-10.94,15.1,34.7,20% kerosene
0.2,-14.49,14.7,40.4,15% kerosene
0.1668,-13.14,18.3,39.6,10% turpentine
0.2476,-9.51,14.4,31.0,20% turpentine
0.1853,-13.25,18.1,40.7,10% turpentine
0.1706,-17.04,22.7,43.0,5% turpentine
0.1953,-13.2,18.2,39.4,10% kerosene
0.158,-17.24,21.7,43.4,5% turpentine
0.152,-15.97,20.0,45.0,10% kerosene
0.1577,-13.79,18.1,40.7,10% turpentine
0.1331,-16.73,21.6,43.1,5% kerosene
0.1797,-13.58,20.2,40.5,10% turpentine
0.1709,-14.17,15.5,38.4,15% kerosene
0.0951,-19.7,26.3,46.2,pure
0.1754,-14.47,17.4,43.8,10% kerosene
0.1881,-12.3,14.5,39.3,15% kerosene
0.1984,-14.5,16.0,39.3,10% kerosene
0.1763,-15.95,18.1,38.6,10% turpentine
0.1555,-13.19,18.9,39.9,15% kerosene
0.2181,-11.27,14.2,35.0,15% turpentine
0.1233,-17.86,22.1,46.6,5% kerosene
0.2149,-9.51,13.8,34.2,15% turpentine
0.14,-17.59,22.3,42.5,5% turpentine
0.2207,-10.55,15.3,35.5,15% turpentine
0.0951,-21.55,29.9,44.7,pure
0.1498,-15.12,15.6,39.5,15% kerosene
0.2307,-10.28,11.0,32.4,20% kerosene
0.0951,-20.37,25.7,49.4,pure
0.2081,-11.72,14.3,35.0,15% turpentine
0.1198,-16.44,21.8,45.9,5% kerosene
0.184,-12.41,13.2,40.2,15% kerosene
0.2088,-10.72,13.6,36.7,15% turpentine
0.0951,-20.62,27.0,48.1,pure
0.1611,-17.36,22.3,47.4,5% kerosene
0.147,-13.14,18.6,39.8,10% turpentine
0.2491,-9.51,12.2,31.9,20% turpentine
0.1712,-13.73,17.9,42.7,15% kerosene
0.1553,-14.55,17.8,42.2,10% kerosene
0.1817,-14.15,11.5,38.6,15% kerosene
0.1372,-17.84,21.9,42.6,5% turpentine
0.2499,-10.19,13.9,33.8,20% kerosene
0.2167,-11.24,14.9,36.0,15% turpentine
0.1877,-14.16,17.7,41.0,10% kerosene
0.1961,-15.03,14.0,33.7,15% kerosene
0.2499,-9.61,14.3,33.7,20% turpentine
0.1972,-17.05,18.3,42.0,10% kerosene
0.1067,-20.72,28.4,47.7,pure
0.1767,-14.15,15.6,40.1,15% kerosene
0.1586,-18.46,21.5,45.0,5% turpentine
0.2462,-11.48,14.0,34.2,20% kerosene
0.1993,-14.06,14.2,39.2,15% kerosene
0.2017,-10.33,14.3,36.2,15% turpentine
0.1525,-17.54,23.1,45.1,5% kerosene
0.2058,-11.5,11.9,32.5,15% turpentine
0.2319,-9.83,11.6,32.9,20% turpentine
0.2499,-9.54,11.4,33.3,20% turpentine
0.2498,-9.51,14.2,35.3,15% turpentine
0.2129,-14.15,18.1,39.5,10% turpentine
0.179,-14.81,17.4,43.5,10% kerosene
0.2036,-13.91,16.1,39.2,15% kerosene
0.2097,-10.32,14.4,36.2,15% turpentine
0.1151,-21.2,26.9,48.9,pure
0.2307,-13.81,16.7,39.2,10% kerosene
0.0951,-18.68,25.0,49.9,pure
0.0951,-21.04,28.4,49.2,pure
0.1629,-12.66,15.1,38.6,15% kerosene
0.1142,-17.24,22.8,45.6,5% kerosene
0.146,-17.19,24.1,46.7,5% kerosene
0.1487,-17.28,21.7,43.7,5% turpentine
0.1635,-16.77,21.8,44.5,5% kerosene
0.1786,-14.55,18.1,43.3,10% kerosene
0.2451,-10.08,15.4,34.2,15% turpentine
0.1507,-12.98,18.4,38.9,10% turpentine
0.2275,-11.28,12.9,35.7,20% kerosene
0.1733,-13.08,15.2,39.2,15% kerosene
0.2006,-10.73,14.0,35.6,20% turpentine
0.2041,-12.95,17.3,40.9,10% turpentine
0.1888,-12.9,19.5,43.5,10% kerosene
0.1715,-17.56,16.9,45.5,5% turpentine
0.0951,-20.46,29.7,49.9,pure
0.2376,-10.1,14.9,35.7,20% kerosene
0.1502,-13.76,17.2,43.5,10% kerosene
0.1619,-17.08,23.2,43.7,5% kerosene
0.1315,-17.49,23.1,45.9,5% kerosene
0.2499,-10.47,12.2,35.5,20% turpentine
0.1408,-17.94,23.0,45.2,5% kerosene
0.0951,-21.98,29.2,48.1,pure
0.1679,-16.87,15.2,42.8,10% kerosene
0.2347,-9.51,12.9,32.5,20% turpentine
0.1856,-13.66,17.1,43.2,10% kerosene
0.163,-14.66,18.6,38.6,10% turpentine
0.1944,-14.84,18.0,43.9,10% kerosene
0.244,-10.3,16.2,34.4,20% kerosene
0.2385,-11.2,13.3,34.1,20% turpentine
0.1014,-21.98,25.9,48.1,pure
0.207,-10.64,11.6,35.2,15% turpentine
0.0951,-21.06,29.9,49.9,pure
0.21,-10.08,13.2,34.0,20% kerosene
0.0951,-20.66,26.4,49.3,pure
0.1156,-21.98,29.9,48.7,pure
0.211,-10.01,13.0,33.5,15% turpentine
0.2111,-10.31,13.8,35.5,15% turpentine
0.1726,-12.75,17.5,40.0,10% turpentine
0.2372,-10.57,14.4,32.4,20% turpentine
0.1795,-13.91,17.1,42.5,10% kerosene
0.2154,-11.4,16.1,33.1,20% kerosene
0.0951,-20.49,29.9,49.9,pure
0.2026,-12.64,18.9,41.2,10% kerosene
0.2499,-9.51,11.8,33.3,20% turpentine
0.1939,-12.83,13.7,39.4,15% kerosene
0.2192,-10.6,15.1,36.9,20% kerosene
0.1095,-17.23,21.8,44.2,5% kerosene
0.2266,-9.51,13.1,36.8,15% turpentine
0.236,-10.98,12.8,36.7,20% kerosene
0.1492,-13.91,15.0,39.3,15% kerosene
0.17,-17.21,21.5,45.1,5% kerosene
0.218,-12.24,14.9,39.6,15% kerosene
0.1462,-15.41,24.2,39.9,10% turpentine
0.2499,-9.89,11.9,31.0,20% turpentine
0.1587,-11.91,12.8,39.2,15% kerosene
0.134,-13.35,21.9,41.2,10% kerosene
0.1659,-14.13,19.2,39.0,15% kerosene
0.2402,-10.81,12.4,35.0,20% kerosene
0.1032,-16.68,23.4,43.9,5% kerosene
0.1724,-13.62,18.6,40.0,10% turpentine
0.2404,-9.51,13.1,31.5,20% turpentine
0.154,-13.66,14.7,39.0,15% kerosene
0.1656,-13.26,18.7,40.1,10% turpentine
0.1909,-14.69,21.6,38.7,15% kerosene
0.1861,-14.17,17.9,41.2,10% kerosene
0.235,-10.63,15.8,34.7,15% turpentine
0.2286,-10.3,15.6,34.3,20% kerosene
0.2499,-9.51,10.9,32.5,20% turpentine
0.1339,-17.43,21.2,41.6,5% turpentine
0.1122,-16.89,22.9,44.1,5% kerosene
0.2105,-10.24,13.3,35.1,15% turpentine
0.1312,-17.37,22.2,43.2,5% turpentine
0.1459,-20.36,29.9,43.2,5% kerosene
0.2475,-9.71,11.9,33.1,20% turpentine
0.1669,-9.51,12.3,31.4,20% turpentine
0.1575,-18.83,22.4,47.0,5% kerosene
0.1507,-11.96,18.1,39.6,10% kerosene
0.2021,-9.9,11.8,33.6,20% turpentine
0.158,-17.71,23.0,42.5,5% turpentine
0.2377,-10.46,14.9,36.0,20% kerosene
0.1449,-17.03,23.1,44.9,5% kerosene
0.1793,-14.46,19.2,43.8,10% turpentine
0.1718,-12.56,17.2,39.7,15% kerosene
0.2417,-11.5,14.6,34.1,20% kerosene
0.1485,-16.84,22.1,42.3,5% kerosene
0.2222,-10.56,13.1,34.7,15% turpentine
0.0951,-19.99,28.6,48.5,pure
0.1749,-13.1,19.0,39.5,10% turpentine
0.1887,-14.49,14.2,39.1,15% kerosene
0.2195,-10.52,13.5,34.5,15% turpentine
0.1384,-17.56,22.7,47.6,5% turpentine
0.1742,-15.58,17.6,43.8,10% kerosene
0.2115,-13.07,17.7,39.8,15% kerosene
0.2193,-11.18,14.6,35.0,15% turpentine
0.0951,-21.08,27.7,47.0,pure
0.1483,-17.01,22.4,45.7,5% kerosene
0.2027,-11.08,13.7,36.0,15% turpentine
0.22,-10.54,13.2,37.3,15% turpentine
0.0981,-17.37,23.2,44.2,5% kerosene
0.2309,-11.35,13.8,35.9,15% turpentine
0.2444,-11.44,12.0,35.4,20% kerosene
0.2393,-9.73,12.6,32.5,20% turpentine
0.1466,-13.56,17.3,39.3,15% kerosene
0.2491,-10.41,11.8,31.0,20% turpentine
0.163,-12.84,13.8,38.9,15% kerosene
0.2297,-10.33,11.5,36.4,15% turpentine
0.1855,-10.77,14.3,34.7,15% turpentine
0.1482,-17.47,21.8,42.1,5% turpentine
0.142,-17.09,21.4,44.6,5% kerosene
0.0951,-18.93,28.1,46.1,pure
0.222,-11.16,15.2,37.0,15% turpentine
0.1691,-13.36,17.9,40.3,10% turpentine
0.142,-18.24,23.1,43.4,5% kerosene
0.2192,-13.54,18.0,42.8,10% kerosene
0.1508,-14.67,17.3,40.2,10% turpentine
0.2195,-13.79,23.0,44.5,10% kerosene
0.0951,-20.73,24.4,46.4,pure
0.1814,-14.77,16.9,40.8,10% turpentine
0.2354,-10.4,11.5,34.6,20% kerosene
0.2321,-10.08,14.3,34.1,20% kerosene
0.2493,-9.51,12.0,31.1,20% turpentine
0.1584,-14.53,19.0,40.8,10% turpentine
0.0951,-19.83,28.7,49.9,pure
0.2388,-10.06,12.7,36.6,20% kerosene
0.192,-14.27,14.1,39.4,15% kerosene
0.1874,-14.36,16.7,39.8,15% kerosene
0.1777,-12.82,18.6,38.4,10% turpentine
0.1534,-10.02,17.6,32.4,10% kerosene
0.2433,-13.55,14.9,39.9,15% kerosene
0.2433,-9.51,12.9,31.3,20% turpentine
0.2357,-11.75,14.5,36.2,15% turpentine
0.2031,-10.41,15.5,35.4,15% turpentine
0.2148,-10.23,15.3,34.4,15% turpentine
0.1257,-20.7,27.9,48.9,pure
0.2481,-10.42,13.2,33.0,20% turpentine
0.2036,-13.23,17.3,42.5,10% kerosene
0.2097,-11.09,14.8,35.1,15% turpentine
0.2499,-9.51,12.3,31.8,20% turpentine
0.2283,-10.85,14.8,35.1,15% turpentine
0.1952,-13.38,13.9,39.8,15% kerosene
0.1819,-18.53,21.3,42.4,5% turpentine
0.103,-11.82,23.6,43.5,5% kerosene
0.1447,-17.55,23.1,45.5,5% kerosene
0.1876,-12.49,22.9,48.0,10% kerosene
0.1683,-14.39,19.8,42.1,10% kerosene
0.1961,-14.23,17.9,42.3,10% kerosene
0.0951,-19.87,29.2,48.3,pure
0.2499,-10.3,10.4,33.5,20% turpentine
0.1705,-13.71,18.4,39.6,10% turpentine
0.2027,-10.27,14.3,35.5,15% turpentine
0.1409,-16.9,22.6,45.3,5% kerosene
0.2305,-10.12,16.0,35.2,20% kerosene
0.1719,-14.59,17.7,40.9,10% turpentine
0.1452,-14.84,12.8,40.4,10% turpentine
0.2335,-9.58,12.0,32.6,20% kerosene
0.2448,-9.52,13.4,31.3,20% turpentine
0.248,-9.51,13.0,34.4,20% turpentine
0.215,-10.15,12.7,33.4,20% kerosene
0.2112,-14.53,15.9,39.5,15% kerosene
0.1777,-16.52,22.3,43.7,5% kerosene
0.1376,-12.4,19.0,39.7,10% turpentine
0.2471,-10.78,13.7,32.3,20% turpentine
0.1315,-13.9,19.7,43.9,10% kerosene
0.1521,-14.76,16.7,38.7,10% kerosene
0.1988,-14.23,18.7,40.8,10% turpentine
0.1892,-13.41,15.1,39.5,15% kerosene
0.2389,-10.95,13.3,37.5,15% turpentine
0.0951,-21.5,28.3,49.2,pure
0.2157,-10.56,14.0,35.0,15% turpentine
0.1607,-16.88,24.6,46.1,5% kerosene
0.0951,-21.77,29.9,49.6,pure
0.1786,-15.03,18.5,43.8,10% kerosene
0.2386,-9.51,13.5,34.4,20% kerosene
0.192,-14.45,22.6,40.4,15% kerosene
0.1494,-14.12,19.0,40.1,10% turpentine
0.2499,-9.89,13.8,31.2,20% turpentine
0.217,-10.86,15.7,35.6,15% turpentine
0.1304,-17.48,21.8,45.3,5% kerosene
0.1168,-20.86,28.4,48.9,pure
0.1812,-14.02,14.4,39.4,15% kerosene
0.1213,-16.87,23.1,44.7,5% kerosene
0.185,-15.66,19.3,41.1,10% turpentine
0.0951,-20.97,29.1,47.7,pure
0.1528,-15.66,18.2,39.7,10% turpentine
0.2306,-10.68,14.6,36.5,20% kerosene
0.1631,-17.56,23.3,44.1,5% turpentine
0.2042,-13.58,17.6,42.3,10% kerosene
0.2309,-10.87,13.2,32.4,20% kerosene
0.1676,-14.01,18.7,40.0,15% kerosene
0.1366,-16.56,22.1,42.6,5% kerosene
0.1412,-13.76,18.5,41.1,10% kerosene
0.185,-14.78,18.7,41.0,10% turpentine
0.2143,-10.86,13.0,33.1,20% kerosene
0.1228,-17.21,22.8,44.3,5% kerosene
0.1326,-17.58,23.1,46.1,5% kerosene
0.1424,-16.33,21.9,43.6,5% turpentine
0.1543,-17.39,22.8,44.0,5% kerosene
0.1796,-13.22,14.9,39.5,15% kerosene
0.1478,-17.08,20.8,44.3,5% kerosene
0.1882,-14.32,17.8,38.7,15% kerosene
0.1884,-13.79,13.7,40.3,15% kerosene
0.2014,-15.7,19.3,40.5,10% turpentine
0.171,-14.16,17.6,41.3,10% kerosene
0.2198,-10.04,15.3,35.4,15% turpentine
0.1749,-13.61,17.7,39.4,15% kerosene
0.1672,-16.7,20.7,43.9,10% kerosene
0.2406,-11.08,13.2,33.5,20% kerosene
0.0951,-21.52,27.4,49.9,pure
0.0951,-21.29,28.6,47.2,pure
0.2499,-9.58,16.0,31.6,20% turpentine
0.1731,-14.68,16.8,39.1,10% kerosene
0.1561,-17.0,23.7,42.8,5% turpentine
0.1473,-18.18,21.7,43.7,5% turpentine
0.1613,-17.87,22.6,43.3,5% turpentine
0.1542,-13.93,16.7,39.0,10% turpentine
0.2162,-10.15,11.8,34.7,20% kerosene
0.1366,-16.88,21.9,44.6,5% kerosene
0.2139,-11.84,14.0,35.5,15% turpentine
0.2103,-10.16,14.4,34.8,15% turpentine
0.2369,-9.71,12.9,32.6,20% turpentine
0.2319,-9.51,12.6,31.2,20% turpentine
0.225,-11.06,12.9,33.8,20% kerosene
0.1398,-13.57,12.6,38.1,15% kerosene
0.1169,-17.18,22.6,45.7,5% kerosene
0.2182,-9.88,12.0,32.2,20% turpentine
0.1824,-15.22,18.1,41.7,10% kerosene
0.1313,-17.29,22.8,43.6,5% kerosene
0.2312,-10.07,13.3,32.3,20% turpentine
0.2119,-11.16,13.7,34.8,15% turpentine
0.2127,-10.4,15.6,36.2,15% turpentine
0.1798,-17.57,22.7,42.2,5% turpentine
0.181,-14.51,18.6,40.0,15% kerosene
0.1823,-17.72,22.2,43.0,5% turpentine
0.2149,-10.62,14.0,35.3,15% turpentine
0.1379,-17.45,21.7,43.2,5% turpentine
0.2499,-9.51,12.9,33.3,20% turpentine
0.2421,-9.69,13.2,32.1,20% turpentine
0.2499,-9.51,14.4,33.8,20% kerosene
0.2309,-13.36,20.4,43.4,10% kerosene
0.1502,-13.18,17.3,43.4,10% kerosene
0.2096,-11.47,15.4,36.6,15% turpentine
0.1212,-17.64,22.7,43.3,5% turpentine
0.1401,-18.78,22.6,44.2,5% turpentine
0.2402,-10.67,15.2,35.8,15% turpentine
0.1212,-21.45,29.9,47.9,pure
0.2413,-10.39,14.0,35.9,20% kerosene
0.2012,-11.07,11.7,35.2,20% kerosene
0.1729,-15.27,22.3,43.8,5% kerosene
0.1293,-18.87,21.1,44.1,5% turpentine
0.2011,-13.91,15.1,40.1,15% kerosene
0.132,-18.01,22.0,43.8,5% turpentine
0.2228,-10.72,14.3,34.7,20% kerosene
0.1477,-16.35,22.9,45.2,5% kerosene
0.1475,-14.43,15.6,40.5,15% kerosene
0.1882,-14.62,21.5,44.0,10% kerosene
0.1961,-13.31,18.9,40.3,10% turpentine
0.1041,-18.09,21.1,42.1,5% turpentine
0.2427,-9.59,12.6,32.9,20% turpentine
0.1692,-13.86,18.1,40.2,10% turpentine
0.2467,-9.55,12.8,37.4,20% kerosene
0.2499,-9.51,12.1,33.3,20% turpentine
0.1799,-14.33,15.6,39.6,15% kerosene
0.1779,-14.6,18.4,39.5,10% turpentine
0.1975,-12.72,14.0,40.2,15% kerosene
0.2304,-9.77,12.8,32.1,20% turpentine
0.1746,-14.97,29.5,46.6,15% kerosene
0.2055,-12.72,14.0,39.2,15% kerosene
0.172,-13.27,18.0,41.5,10% kerosene
0.1453,-14.34,18.3,43.1,10% kerosene
0.229,-9.82,12.3,33.9,20% kerosene
0.0953,-20.07,29.9,49.2,pure
0.2271,-9.51,12.1,32.2,20% turpentine
0.151,-14.87,16.8,31.0,10% kerosene
0.182,-14.85,18.5,38.7,15% kerosene
0.2197,-10.62,13.7,37.4,20% kerosene
0.1965,-10.96,16.1,37.1,15% turpentine
0.1647,-13.84,16.8,39.3,10% turpentine
0.1665,-13.24,17.9,44.9,10% kerosene
0.1455,-15.04,18.6,39.2,10% turpentine
0.2399,-10.69,15.7,35.3,20% kerosene
0.1509,-14.07,18.7,44.5,10% kerosene
0.1813,-15.32,18.3,43.6,10% kerosene
0.1841,-14.58,16.9,44.3,10% kerosene
0.1856,-12.3,13.8,34.9,15% turpentine
0.2111,-14.35,15.5,39.9,15% kerosene
0.2249,-9.62,12.4,34.8,20% kerosene
0.1903,-9.51,14.5,41.0,20% turpentine
0.1692,-12.85,18.8,38.4,10% turpentine
0.1072,-19.25,29.0,49.9,pure
0.212,-11.19,15.4,35.9,15% turpentine
0.1894,-13.5,19.6,40.1,10% turpentine
0.0951,-20.72,29.8,49.0,pure
0.217,-10.53,15.0,37.4,15% turpentine
0.1983,-14.18,14.4,38.2,15% kerosene
0.1764,-18.32,23.8,44.9,5% kerosene
0.2133,-10.38,14.0,34.8,20% kerosene
0.1117,-17.05,22.8,49.7,5% kerosene
0.2499,-9.51,12.9,32.8,20% turpentine
0.2499,-9.51,10.4,32.8,20% turpentine
0.1314,-17.73,21.1,41.8,5% turpentine
0.1933,-13.12,20.2,33.1,10% kerosene
0.1306,-14.64,18.6,40.3,10% turpentine
0.2379,-10.33,13.7,33.2,15% turpentine
0.1471,-18.24,21.6,46.9,5% turpentine
0.228,-9.94,15.3,35.2,15% turpentine
0.2332,-9.87,14.3,34.1,20% kerosene
0.1444,-13.6,13.6,40.2,15% kerosene
0.2161,-11.08,13.1,34.0,20% kerosene
0.142,-12.47,18.4,40.7,10% turpentine
0.1619,-14.41,22.8,42.5,10% kerosene
0.1853,-13.93,17.8,39.9,10% turpentine
0.1107,-16.17,28.4,45.9,5% kerosene
0.2084,-10.13,12.5,31.0,20% turpentine
0.2082,-10.25,14.3,34.6,20% kerosene
0.1243,-17.93,22.8,43.1,5% turpentine
0.0951,-20.07,25.5,47.0,pure
0.1786,-12.39,18.4,40.0,10% turpentine
0.1495,-12.4,18.8,39.6,10% turpentine
0.2035,-10.66,16.7,35.4,15% turpentine
0.1812,-13.98,14.0,39.9,10% kerosene
0.1373,-17.13,22.4,44.3,5% turpentine
0.1442,-16.52,22.0,42.4,5% kerosene
0.1527,-12.97,17.8,43.0,10% kerosene
0.2499,-9.62,11.2,33.3,20% turpentine
0.0986,-19.34,26.0,49.9,pure
0.2499,-9.51,12.3,33.1,20% turpentine
0.2476,-9.51,11.9,31.6,20% turpentine
0.2207,-10.85,14.2,33.4,20% kerosene
0.1633,-14.27,18.8,42.3,10% kerosene
0.2338,-10.57,11.0,35.4,20% kerosene
0.2004,-15.21,19.9,39.2,10% turpentine
0.1594,-14.18,13.0,39.4,15% kerosene
0.1499,-16.52,22.3,43.8,5% kerosene
0.2393,-10.23,13.6,33.5,20% kerosene
0.2449,-9.55,11.6,32.5,20% turpentine
0.1481,-20.25,22.2,42.9,10% kerosene
0.2281,-9.51,12.6,34.9,20% kerosene
0.1622,-13.28,18.8,39.5,10% turpentine
0.1506,-15.03,18.1,44.4,10% kerosene
0.0973,-21.59,28.0,49.9,pure
0.155,-17.79,23.6,43.8,5% turpentine
0.2098,-20.37,12.3,35.3,20% kerosene
0.1053,-16.72,22.7,43.6,5% kerosene
0.2292,-9.64,15.3,33.0,20% kerosene
0.1483,-12.45,14.1,39.1,10% turpentine
0.2182,-11.46,12.8,36.2,20% kerosene
0.2499,-10.03,11.8,31.7,20% turpentine
0.0951,-17.5,22.8,42.3,5% kerosene
0.153,-19.88,14.3,42.9,15% kerosene
0.13,-16.83,20.6,44.6,5% kerosene
0.173,-12.94,16.8,43.8,10% kerosene
0.1647,-10.68,14.5,34.0,15% turpentine
0.2023,-10.63,14.4,35.7,15% turpentine
0.0972,-21.98,29.9,47.6,pure
0.1567,-12.3,18.5,43.1,10% kerosene
0.171,-12.44,18.5,38.9,10% turpentine
0.2287,-11.21,14.0,36.8,15% turpentine
0.1694,-14.88,19.6,44.2,10% turpentine
0.1017,-20.22,29.9,48.9,pure
0.1991,-12.04,15.2,36.9,15% turpentine
0.1505,-12.83,18.8,42.4,10% kerosene
0.1406,-16.73,23.5,41.2,5% turpentine
0.2136,-11.21,14.7,34.9,15% turpentine
0.222,-9.94,11.8,34.7,15% turpentine
0.2364,-9.51,12.8,35.0,20% kerosene
0.1483,-17.45,22.4,44.6,5% turpentine
0.1597,-13.44,15.2,39.0,15% kerosene
0.1371,-18.03,22.1,43.1,5% turpentine
0.141,-17.52,22.7,43.1,5% turpentine
0.1785,-14.94,19.2,39.8,10% turpentine
0.1288,-13.82,19.2,40.4,10% turpentine
0.1888,-14.18,12.3,38.6,15% kerosene
0.2483,-9.51,10.6,32.9,20% turpentine
0.1094,-16.9,24.6,42.2,5% kerosene
0.1613,-17.11,22.5,46.6,5% kerosene
0.1801,-14.37,13.1,39.8,15% kerosene
0.1003,-19.79,29.0,49.7,pure
0.0951,-20.66,26.9,48.6,pure
0.1385,-15.66,17.7,44.2,10% kerosene
